Platform,Year_of_Release,Genre,Publisher,Critic_Score,Critic_Count,User_Score,User_Count,Developer,Rating,Decade,Franchise,Critic_Count_Log,User_Count_Log
X360,2011,Shooter,Warner Bros. Interactive Entertainment,75.0,71,7.0,139,Day 1 Studios,M,2010s,Other,4.276666119016055,4.941642422609304
DS,2006,Adventure,THQ,64.0,9,6.4,7,TOSE,E,2000s,Other,2.302585092994046,2.079441541679836
Wii,2009,Action,Rising Star Games,39.0,32,5.6,34,FeelPlus,M,2000s,Other,3.49650756146648,3.555348061489413
X360,2010,Sports,Electronic Arts,79.0,51,7.8,19,EA Sports,E,2010s,Other,3.951243718581428,2.995732273553991
PC,2007,Strategy,Paradox Interactive,62.0,15,3.3,86,Big Time Software,T,2000s,Other,2.772588722239781,4.465908118654584
PS2,2003,Sports,Activision,90.0,38,8.7,121,Neversoft Entertainment,T,2000s,Other,3.6635616461296463,4.804021044733257
PS4,2016,Fighting,Namco Bandai Games,79.0,60,8.2,201,CyberConnect2,T,2010s,Other,4.110873864173311,5.308267697401205
XB,2003,Strategy,Electronic Arts,64.0,19,7.7,21,Zono Inc.,T,2000s,Other,2.995732273553991,3.091042453358316
PS3,2013,Sports,Take-Two Interactive,74.0,22,7.5,121,Yuke's,T,2010s,Other,3.1354942159291497,4.804021044733257
PS4,2015,Action,Activision,59.0,4,6.6,19,"Activision, Behaviour Interactive",E,2010s,Other,1.6094379124341005,2.995732273553991
PC,2011,Action,Warner Bros. Interactive Entertainment,91.0,27,8.6,1847,Rocksteady Studios,T,2010s,Other,3.332204510175204,7.521859252201629
XB,2005,Action,Microsoft Game Studios,94.0,32,8.7,121,Team Ninja,M,2000s,Other,3.49650756146648,4.804021044733257
PS3,2008,Misc,Disney Interactive Studios,54.0,11,3.5,6,Zoe Mode,E,2000s,Other,2.4849066497880004,1.9459101490553128
X360,2012,Action,Activision,63.0,13,3.5,27,"Rovio Mobile, Rovio Entertainment",E,2010s,Other,2.639057329615259,3.332204510175204
PS,2000,Adventure,Eidos Interactive,75.0,7,6.2,6,Blitz Games,E,2000s,Other,2.079441541679836,1.9459101490553128
PS2,2003,Action,Ubisoft,48.0,26,3.7,6,Light Weight,T,2000s,Other,3.295836866004329,1.9459101490553128
PSV,2012,Action,Ubisoft,49.0,34,6.4,61,Ubisoft,T,2010s,Other,3.555348061489413,4.127134385045092
GBA,2004,Misc,Crave Entertainment,66.0,5,7.5,27,Sensory Sweep,E,2000s,Other,1.791759469228055,3.332204510175204
Wii,2009,Misc,Activision,79.0,20,6.6,15,Vicarious Visions,E10+,2000s,Other,3.044522437723423,2.772588722239781
X360,2007,Action,Warner Bros. Interactive Entertainment,40.0,15,6.8,13,Red Tribe,E10+,2000s,Other,2.772588722239781,2.639057329615259
X360,2010,Role-Playing,Focus Home Interactive,72.0,13,7.8,50,Larian Studios,M,2010s,Other,2.639057329615259,3.9318256327243257
XB,2005,Simulation,Electronic Arts,75.0,31,7.1,8,Maxis,T,2000s,Other,3.4657359027997265,2.19722457733622
XB,2004,Fighting,Atari,65.0,8,8.8,4,Black Ship Games,T,2000s,Other,2.19722457733622,1.6094379124341005
PS3,2010,Simulation,Konami Digital Entertainment,60.0,5,7.5,27,Konami,E10+,2010s,Other,1.791759469228055,3.332204510175204
DS,2009,Misc,Nintendo,82.0,53,8.7,39,Intelligent Systems,E,2000s,Other,3.9889840465642745,3.688879454113936
DS,2005,Simulation,JoWood Productions,61.0,17,7.8,5,Spike,T,2000s,Other,2.8903717578961645,1.791759469228055
PC,2013,Action,Deep Silver,82.0,71,8.6,2654,4A Games,M,2010s,Other,4.276666119016055,7.884199933676039
PC,2008,Action,Capcom,78.0,21,8.5,353,Capcom,M,2000s,Other,3.091042453358316,5.869296913133774
PSP,2007,Puzzle,Sega,83.0,41,9.0,21,Zoe Mode,E10+,2000s,Other,3.737669618283368,3.091042453358316
XB,2003,Racing,Atari,76.0,13,7.5,27,Eden Studios,E,2000s,Other,2.639057329615259,3.332204510175204
PC,2012,Action,SCS Software,79.0,17,8.7,992,SCS Software,Unknown,2010s,Other,2.8903717578961645,6.900730664045173
